Serial_No,airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended,polarity scores,Sentiment Score, Rating,Sentiment Values
5290,British Airways,3,S Kemp,21st January 2019,"London to Miami. Worst long haul business class. That annoying divider, the ridiculous fold down footstool and the worn out seats! The service is non-existent, unless they are serving you the meal. If you want a snack or drink get out your seat and hunt down a cabin member, they don ask you if you need anything between meals. The toilets are dirty and basic. IÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢m a Gold Member but giving it up to fly other more updated airlines. TheyÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢ve crammed as many business class seats as possible at the expense of comfort and itÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s not like theyÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢re cheap.",Boeing 747,Business,Business Class,London to Miami,1/19/2019,1,2,1,1,3,1,no,-0.4866,Negative,9,-1
5291,British Airways,7,Ally Wharton,21st January 2019,"I used avios point to upgrade from economy to premium economy. They get a wider seat and a few more inches leg room. Boarding was straight forward and the premium cabin had plenty of overhead locker space, water and juice was served before takeoff but no champagne. The staff were well turned out but rushed, as the premium cabin was served by the economy cabin crew. A hot meal was served an hour after take off, which was a good piece of beef with stewed vegetables, chocolate mousse and biscuits & cheese. Quality red and white wine was served. The inflight movie selection was OK. A light snack of biscuits and crisps was served before landing along with coffee & tea. Getting off the planes was slowed by immigration staff coming onto the plane to inspect all passports. Not my best flight.",Boeing 787 Dreamliner,Business,Premium Economy,London to Calgary,6/18/2019,3,3,3,4,4,2,yes,0.7428,Positive,19,1
5292,British Airways,5,Ally Wharton,21st January 2019,"Boarding was fairly quick, the well turned out staff quickly got people on board and bags stored. I was lucky that no one was sitting next me, so I had some more room. The pre take off drink was water or orange juice. Within an hour of take off a hot meal of beef - salad was served with a good dessert. Wine selection was very American with jug wines. The movie selection was OK. The PE seats are more comfortable than economy, the extra 4 inches of width make a huge difference. The 2nd meal on this flight was a snack of crisps and cookies.",Boeing 787,Business,Premium Economy,Calgary to London,6/18/2019,3,4,3,3,3,2,no,0.925,Positive,18,1
5293,British Airways,1,S Mayir,16th January 2019,"San Francisco to London. Terrible service and food. Cramped uncomfortable seats and terrible entertainment, in one of my flights it wasn working. The crew couldn care less, I will not fly with them again !!!",777,Couple Leisure,Economy Class,San Francisco to London,1/19/2019,1,1,1,1,1,1,no,-0.5684,Negative,6,-1
5294,British Airways,3,B Thane,15th January 2019,"Heathrow to Vancouver. The seats booked not given, took 3 months to respond to a complaint after submitting multiple messages to them for an update. A dirty plane, fantastic front line staff I would never fly BA again.",Boeing 747,Solo Leisure,Economy Class,Heathrow to Vancouver,10/18/2019,4,4,3,2,4,1,no,-0.128,Negative,18,-1
5295,British Airways,4,Derek Northcutt,15th January 2019,"London to Bucharest. First class ground staff but in the air it's quite a disappointment. The basic economy seats have so little cushion it is agony to sit for longer than 15"" in them. And £1.95 for a can of coca-cola?",A320,Solo Leisure,Economy Class,London to Bucharest,1/19/2019,1,4,1,1,5,3,no,-0.8621,Negative,15,-1
5296,British Airways,6,Mahmud Noormohamed,12th January 2019,"When the passenger in front reclines his/her seat, it makes it very difficult to get in and out of one's seat. As the arm rests do not go all the way up, the middle/window seat passengers have to climb over. There is little leg room and no leg rest. The Boeing 777 IFE screen is smaller than the ones on the British Airway's 747-400s and could do with an upgrade. The saving grace on this flight was the excellent service from a dedicated and very professional flight crew.",Boeing 777-200,Couple Leisure,Economy Class,London to Boston,12/18/2019,1,5,4,4,4,4,yes,0.6712,Positive,22,1
5297,British Airways,5,Mahmud Noormohamed,10th January 2019,"Boston to London. World Traveler seats. Nice headrest. Legroom okay but overall very cramped especially when the passenger in front reclines his/her seat. The seat back was almost in my lap making it impossible to read British Airways' magazine or even use my iPad. We ordered special meals (Halal and low sodium). The Muslim meal (chicken tikka masala with naan) was restaurant quality. Flavorful and not spicy hot. The gulab jamun dessert was also restaurant quality and just like mom's. The low sodium meal - herb roasted chicken, tomato rice, petite broccoli, diced red pepper and carrots was delicious. Dessert consisted of fresh blueberries and blackberries. The IFE was very good. Bright and clear LED screens with a good selection of entertainment and movies in several languages.",Boeing 747-400,Couple Leisure,Economy Class,Boston to London,12/18/2019,2,3,5,5,4,4,yes,0.987,Positive,23,1
5298,British Airways,10,M Cheyle,9th January 2019,"London to Johannesburg. So impressed by the lady that checked us in. Something went wrong with my booking, I was supposed to fly at 18:10 (with my boyfriend) back home to South Africa after our visit in UK, but somehow my ticket was booked at 21:10. We didn even notice that until she had brought it up at the check-in. I was so shocked by the fact that I would be traveling all by myself (ItÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s my first trip overseas). She was so willing to help and she fixed it within a matter of 1 minute. We obviously thought that we would not be able to sit next to each other. With grateful hearts we were checking in our bags. When she gave us our boarding passes she mentioned that we have the best seats on the aircraft! How awesome is that! Thank you British Airways and their helpful staff.",A380,Couple Leisure,Economy Class,London to Johannesburg,1/19/2019,5,5,5,5,5,5,yes,0.9782,Positive,30,1
5299,British Airways,7,R Barsat,7th January 2019,"Newark to Bangalore return via London on BA premium economy (World Traveler Plus). I paid about 40% more for premium economy (about $600 extra) so approximately $150 per leg. Was it worth it? I'd say broadly yes, though I wouldn't want to pay very much more than that and it would be harder to justify if only one leg of 6-7 hours was involved. Before Boarding: Premium economy does get a standard 2 checked bag allowance whereas economy is 1 bag though there are numerous exceptions where they allow 2 (and India to US/Canada is one of those exceptions though it isn't clear if it applies for travel originating at either end). So I am not sure if I got an extra bag or not but I did use the 2 bag allowance Boarding: You board in Zone 3 after First/Business & the oneworld elites. That is helpful as you do get dibs on the overhead storage - if it doesn't fit in premium economy you can always put it in front or behind before economy begins boarding. This means you also get off fairly quickly - which can help if you'...",Boeing 787-9 / 777,Solo Leisure,Premium Economy,Newark to Bangalore via London,12/18/2019,4,4,4,4,4,3,yes,0.9935,Positive,23,1
5300,British Airways,10,Owen Berkeley-Hill,5th January 2019,"London to Mumbai. I have had my battles with the leadership at BA because they would not let me book my seat and pay with their Airmiles. Now they have finally relented and this will please many who earn Airmiles through their credit cards. This is just to illustrate that I boarded BA199 with a slightly negative mindset, a mindset which was changed quickly. Although I travelled Economy, the seat was comfortable, the service excellent, as was the food. If I have a minor quibble, the choice of films seems to have been reduced with many quite old. Is this BA's attempt to reduce costs, because it is quite obvious and detracts from the overall quality of their product. I was particularly impressed with the trouble the cabin staff took to warn us not to take any single-use plastic (e.g. water bottles, duty-free carrier bags) into the terminal where they could result in a stiff fine. Having been grumpy about several aspects of BA's service in the past, I will be writing to the leadership to thank them for the imp...",Boeing 777,Solo Leisure,Economy Class,London to Mumbai,12/18/2019,5,5,5,3,5,4,yes,0.8856,Positive,27,1
